Matricula,Carrera,EstatusAlumno,CuatrimestreActual,Materia,Periodo,EstatusMateria,Final,Extr,EstatusCardex,PeriodoCursado,PlanEstudiosClave,Credito
IAG20200039,Ingeniería Agroindustrial,Activo,9,Conservación de Alimentos,2025-1,Aprobada,83.5,,Ordinario,2025-1,IAG-2020,6
IAG20200039,Ingeniería Agroindustrial,Activo,9,Estadía Profesional II,2022-2,Aprobada,94.0,,Ordinario,2022-2,IAG-2020,8
IAG20200039,Ingeniería Agroindustrial,Activo,9,Inglés I,2025-1,Aprobada,89.8,,Ordinario,2025-1,IAG-2020,4
IAG20200039,Ingeniería Agroindustrial,Activo,9,Innovación Agroalimentaria,2022-2,Aprobada,80.8,,Ordinario,2022-2,IAG-2020,6
IAG20200039,Ingeniería Agroindustrial,Activo,9,Proyecto Agroindustrial I,2023-1,Aprobada,88.0,,Ordinario,2023-1,IAG-2020,8
IAG20200039,Ingeniería Agroindustrial,Activo,9,Estadía Profesional I,2022-2,Aprobada,87.4,,Ordinario,2022-2,IAG-2020,8
IAG20200039,Ingeniería Agroindustrial,Activo,9,Control de Calidad,2024-1,Aprobada,86.5,,Ordinario,2024-1,IAG-2020,6
IAG20200039,Ingeniería Agroindustrial,Activo,9,Inglés II,2025-1,Aprobada,87.1,,Ordinario,2025-1,IAG-2020,4
IEN20210040,Ingeniería en Energía,Activo,2,Química General,2022-2,Aprobada,76.2,,Ordinario,2022-2,IEN-2020,6
IEN20210040,Ingeniería en Energía,Activo,2,Física I,2022-2,Reprobada,62.4,55.2,Extraordinario no acreditado,2022-2,IEN-2020,6
IEN20210040,Ingeniería en Energía,Activo,2,Circuitos Eléctricos,2022-2,Cursando,,,En curso,2022-2,IEN-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Redes de Computadoras,2023-2,Aprobada,80.3,,Ordinario,2023-2,IDS-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Minería de Datos,2022-2,Aprobada,78.3,,Ordinario,2022-2,IDS-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Álgebra Lineal,2025-1,Aprobada,85.7,,Ordinario,2025-1,IDS-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Desarrollo en la Nube,2022-2,Aprobada,80.8,,Ordinario,2022-2,IDS-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Ingeniería de Software,2023-2,Aprobada,85.2,,Ordinario,2023-2,IDS-2020,6
IDS20210041,Ingeniería en Desarrollo de Software,Activo,7,Cálculo Diferencial,2024-2,Aprobada,73.4,,Ordinario,2024-2,IDS-2020,6
IBM20200042,Ingeniería Biomédica,Activo,6,Inglés IV,2022-2,Aprobada,66.9,70.4,Extraordinario,2022-2,IBM-2020,4
IBM20200042,Ingeniería Biomédica,Activo,6,Introducción a la Ingeniería Biomédica,2024-2,Aprobada,86.0,,Ordinario,2024-2,IBM-2020,4
IBM20200042,Ingeniería Biomédica,Activo,6,Metrología Biomédica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,5
IBM20200042,Ingeniería Biomédica,Activo,6,Procesamiento de Señales,2022-2,Reprobada,60.8,,Ordinario no acreditado,2022-2,IBM-2020,6
IAG20210043,Ingeniería Agroindustrial,Activo,2,Biología,2022-2,Aprobada,89.7,,Ordinario,2022-2,IAG-2020,6
IAG20210043,Ingeniería Agroindustrial,Activo,2,Estadística,2022-1,Cursando,,,En curso,2022-1,IAG-2020,5
IAG20210043,Ingeniería Agroindustrial,Activo,2,Química General,2022-1,Aprobada,74.2,,Ordinario,2022-1,IAG-2020,6
IAG20210043,Ingeniería Agroindustrial,Activo,2,Inglés II,2022-1,Cursando,,,En curso,2022-1,IAG-2020,4
IBM20210044,Ingeniería Biomédica,Activo,6,Imágenes Médicas,2022-1,Aprobada,69.4,73.0,Extraordinario,2022-1,IBM-2020,7
IBM20210044,Ingeniería Biomédica,Activo,6,Biología Celular,2024-1,Aprobada,88.9,,Ordinario,2024-1,IBM-2020,6
IBM20210044,Ingeniería Biomédica,Activo,6,Electrónica Analógica,2023-2,Aprobada,83.1,,Ordinario,2023-2,IBM-2020,6
IBM20210044,Ingeniería Biomédica,Activo,6,Mantenimiento Hospitalario,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IEN20210045,Ingeniería en Energía,Activo,9,Mecánica de Fluidos,2024-2,Aprobada,70.1,,Ordinario,2024-2,IEN-2020,6
IEN20210045,Ingeniería en Energía,Activo,9,Instrumentación,2024-2,Aprobada,77.8,,Ordinario,2024-2,IEN-2020,5
IEN20210045,Ingeniería en Energía,Activo,9,Cálculo Integral,2025-1,Aprobada,82.4,,Ordinario,2025-1,IEN-2020,6
IEN20210045,Ingeniería en Energía,Activo,9,Residencia Profesional,2022-1,Aprobada,84.7,,Ordinario,2022-1,IEN-2020,12
IEN20210045,Ingeniería en Energía,Activo,9,Introducción a la Energía,2025-1,Aprobada,75.6,,Ordinario,2025-1,IEN-2020,4
IEN20210045,Ingeniería en Energía,Activo,9,Emprendimiento,2022-2,Aprobada,80.9,,Ordinario,2022-2,IEN-2020,4
IEN20210045,Ingeniería en Energía,Activo,9,Control de Sistemas,2023-1,Aprobada,81.2,,Ordinario,2023-1,IEN-2020,6
IEN20210045,Ingeniería en Energía,Activo,9,Redes Eléctricas,2023-2,Aprobada,77.0,,Ordinario,2023-2,IEN-2020,6
IDS20210046,Ingeniería en Desarrollo de Software,Activo,6,Probabilidad y Estadística,2023-2,Aprobada,62.6,82.5,Extraordinario,2023-2,IDS-2020,5
IDS20210046,Ingeniería en Desarrollo de Software,Activo,6,Bases de Datos II,2023-1,Aprobada,72.7,,Ordinario,2023-1,IDS-2020,6
IDS20210046,Ingeniería en Desarrollo de Software,Activo,6,Fundamentos de Programación,2024-2,Aprobada,83.5,,Ordinario,2024-2,IDS-2020,7
IDS20210046,Ingeniería en Desarrollo de Software,Activo,6,Inteligencia Artificial,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20210046,Ingeniería en Desarrollo de Software,Activo,6,Redes de Computadoras,2022-2,Aprobada,67.6,85.0,Extraordinario,2022-2,IDS-2020,6
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Probabilidad y Estadística,2024-2,Aprobada,83.7,,Ordinario,2024-2,IDS-2020,5
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Estructuras de Datos,2023-2,Aprobada,76.9,,Ordinario,2023-2,IDS-2020,7
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Ingeniería de Software,2023-2,Aprobada,87.7,,Ordinario,2023-2,IDS-2020,6
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Arquitectura de Software,2023-1,Aprobada,86.9,,Ordinario,2023-1,IDS-2020,6
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Inglés III,2024-2,Aprobada,91.7,,Ordinario,2024-2,IDS-2020,4
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Redes de Computadoras,2023-1,Aprobada,89.9,,Ordinario,2023-1,IDS-2020,6
IDS20210047,Ingeniería en Desarrollo de Software,Activo,7,Cálculo Diferencial,2025-1,Aprobada,90.9,,Ordinario,2025-1,IDS-2020,6
IAG20220048,Ingeniería Agroindustrial,Irregular,7,Diseño de Plantas,2022-2,Aprobada,71.4,,Ordinario,2022-2,IAG-2020,7
IAG20220048,Ingeniería Agroindustrial,Irregular,7,Conservación de Alimentos,2024-1,Aprobada,71.2,,Ordinario,2024-1,IAG-2020,6
IAG20220048,Ingeniería Agroindustrial,Irregular,7,Dibujo Industrial,2024-1,Aprobada,92.5,,Ordinario,2024-1,IAG-2020,4
IAG20220048,Ingeniería Agroindustrial,Irregular,7,Inocuidad Alimentaria,2023-2,Aprobada,69.4,71.2,Extraordinario,2023-2,IAG-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Ingeniería de Rehabilitación,2022-2,Aprobada,83.1,,Ordinario,2022-2,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Biología Celular,2024-2,Aprobada,86.1,,Ordinario,2024-2,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Control Biomédico,2022-2,Reprobada,68.2,67.8,Extraordinario no acreditado,2022-2,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Álgebra Lineal,2024-2,Aprobada,82.3,,Ordinario,2024-2,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Probabilidad y Estadística,2024-1,Aprobada,78.3,,Ordinario,2024-1,IBM-2020,5
IBM20210049,Ingeniería Biomédica,Activo,6,Cálculo Diferencial,2024-1,Aprobada,75.3,,Ordinario,2024-1,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Química Orgánica,2023-2,Aprobada,71.5,,Ordinario,2023-2,IBM-2020,6
IBM20210049,Ingeniería Biomédica,Activo,6,Metrología Biomédica,2022-2,Aprobada,80.1,,Ordinario,2022-2,IBM-2020,5
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Inglés III,2023-2,Aprobada,52.2,83.4,Extraordinario,2023-2,IDS-2020,4
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Arquitectura de Software,2022-2,Cursando,,,En curso,2022-2,IDS-2020,6
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Cálculo Diferencial,2023-2,Aprobada,48.6,84.5,Extraordinario,2023-2,IDS-2020,6
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Inglés II,2023-2,Aprobada,81.2,,Ordinario,2023-2,IDS-2020,4
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Calidad de Software,2022-1,Cursando,,,En curso,2022-1,IDS-2020,5
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Fundamentos de Programación,2024-1,Aprobada,55.4,73.0,Extraordinario,2024-1,IDS-2020,7
IDS20210050,Ingeniería en Desarrollo de Software,Activo,5,Gestión de Proyectos,2022-1,Cursando,,,En curso,2022-1,IDS-2020,5
IAG20200051,Ingeniería Agroindustrial,Activo,5,Química General,2024-2,Aprobada,87.2,,Ordinario,2024-2,IAG-2020,6
IAG20200051,Ingeniería Agroindustrial,Activo,5,Termodinámica,2022-2,Aprobada,73.6,,Ordinario,2022-2,IAG-2020,6
IAG20200051,Ingeniería Agroindustrial,Activo,5,Química de Alimentos,2023-2,Reprobada,69.0,,Recursamiento,2023-2,IAG-2020,6
IAG20200051,Ingeniería Agroindustrial,Activo,5,Control de Calidad,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20200051,Ingeniería Agroindustrial,Activo,5,Microbiología,2023-2,Reprobada,55.1,66.9,Extraordinario no acreditado,2023-2,IAG-2020,6
IAG20200051,Ingeniería Agroindustrial,Activo,5,Inglés III,2023-1,Aprobada,74.7,,Ordinario,2023-1,IAG-2020,4
IEN20200052,Ingeniería en Energía,Activo,6,Gestión Ambiental,2022-2,Aprobada,95.8,,Ordinario,2022-2,IEN-2020,5
IEN20200052,Ingeniería en Energía,Activo,6,Inglés I,2024-2,Aprobada,90.1,,Ordinario,2024-2,IEN-2020,4
IEN20200052,Ingeniería en Energía,Activo,6,Termodinámica II,2023-1,Aprobada,74.1,,Ordinario,2023-1,IEN-2020,7
IEN20200052,Ingeniería en Energía,Activo,6,Control de Sistemas,2022-1,Reprobada,68.1,,Recursamiento,2022-1,IEN-2020,6
IEN20200052,Ingeniería en Energía,Activo,6,Cálculo Integral,2023-2,Reprobada,65.8,,Sin derecho,2023-2,IEN-2020,6
IEN20200052,Ingeniería en Energía,Activo,6,Estadística,2024-1,Aprobada,92.2,,Ordinario,2024-1,IEN-2020,5
IEN20200052,Ingeniería en Energía,Activo,6,Auditoría Energética,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20200052,Ingeniería en Energía,Activo,6,Energía Solar,2023-1,Aprobada,78.9,,Ordinario,2023-1,IEN-2020,6
IEN20200052,Ingeniería en Energía,Activo,6,Termodinámica I,2023-2,Aprobada,68.0,91.0,Extraordinario,2023-2,IEN-2020,7
IDS20220053,Ingeniería en Desarrollo de Software,Activo,3,Cálculo Integral,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20220053,Ingeniería en Desarrollo de Software,Activo,3,Inglés II,2023-1,Aprobada,93.4,,Ordinario,2023-1,IDS-2020,4
IDS20220053,Ingeniería en Desarrollo de Software,Activo,3,Comunicación Oral y Escrita,2023-1,Aprobada,72.9,,Ordinario,2023-1,IDS-2020,4
IDS20220053,Ingeniería en Desarrollo de Software,Activo,3,Programación Orientada a Objetos,2022-1,Aprobada,79.5,,Ordinario,2022-1,IDS-2020,7
IEN20240054,Ingeniería en Energía,Activo,3,Álgebra Lineal,2023-1,Aprobada,76.9,,Ordinario,2023-1,IEN-2020,6
IEN20240054,Ingeniería en Energía,Activo,3,Inglés III,2022-2,Cursando,,,En curso,2022-2,IEN-2020,4
IEN20240054,Ingeniería en Energía,Activo,3,Física I,2023-1,Aprobada,77.1,,Ordinario,2023-1,IEN-2020,6
IEN20240054,Ingeniería en Energía,Activo,3,Inglés I,2023-1,Aprobada,93.1,,Ordinario,2023-1,IEN-2020,4
IEN20240054,Ingeniería en Energía,Activo,3,Introducción a la Energía,2022-2,Aprobada,86.5,,Ordinario,2022-2,IEN-2020,4
IEN20240054,Ingeniería en Energía,Activo,3,Termodinámica I,2022-1,Cursando,,,En curso,2022-1,IEN-2020,7
IDS20200055,Ingeniería en Desarrollo de Software,Activo,2,Comunicación Oral y Escrita,2022-2,Aprobada,81.1,,Ordinario,2022-2,IDS-2020,4
IDS20200055,Ingeniería en Desarrollo de Software,Activo,2,Introducción a la Ingeniería,2022-2,Aprobada,83.3,,Ordinario,2022-2,IDS-2020,4
IDS20200055,Ingeniería en Desarrollo de Software,Activo,2,Inglés I,2023-1,Aprobada,91.9,,Ordinario,2023-1,IDS-2020,4
IDS20200055,Ingeniería en Desarrollo de Software,Activo,2,Programación Estructurada,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IBM20200056,Ingeniería Biomédica,Activo,1,Introducción a la Ingeniería Biomédica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IBM20200056,Ingeniería Biomédica,Activo,1,Inglés I,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IBM20200056,Ingeniería Biomédica,Activo,1,Química General,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20200057,Ingeniería Biomédica,Activo,5,Álgebra Lineal,2024-1,Aprobada,88.7,,Ordinario,2024-1,IBM-2020,6
IBM20200057,Ingeniería Biomédica,Activo,5,Ingeniería Clínica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20200057,Ingeniería Biomédica,Activo,5,Inglés IV,2022-2,Aprobada,90.5,,Ordinario,2022-2,IBM-2020,4
IBM20200058,Ingeniería Biomédica,Activo,7,Bioinstrumentación II,2023-2,Aprobada,93.0,,Ordinario,2023-2,IBM-2020,7
IBM20200058,Ingeniería Biomédica,Activo,7,Dispositivos Médicos,2022-2,Aprobada,84.8,,Ordinario,2022-2,IBM-2020,7
IBM20200058,Ingeniería Biomédica,Activo,7,Mantenimiento Hospitalario,2022-2,Aprobada,85.5,,Ordinario,2022-2,IBM-2020,6
IBM20200058,Ingeniería Biomédica,Activo,7,Electrónica Analógica,2024-1,Aprobada,87.4,,Ordinario,2024-1,IBM-2020,6
IDS20210059,Ingeniería en Desarrollo de Software,Activo,8,Programación Estructurada,2024-2,Aprobada,80.5,,Ordinario,2024-2,IDS-2020,7
IDS20210059,Ingeniería en Desarrollo de Software,Activo,8,Redes de Computadoras,2023-2,Aprobada,91.9,,Ordinario,2023-2,IDS-2020,6
IDS20210059,Ingeniería en Desarrollo de Software,Activo,8,DevOps,2022-1,Aprobada,76.7,,Ordinario,2022-1,IDS-2020,5
IEN20220060,Ingeniería en Energía,Activo,8,Inglés IV,2024-1,Reprobada,50.2,,Sin derecho,2024-1,IEN-2020,4
IEN20220060,Ingeniería en Energía,Activo,8,Proyecto Energético II,2022-1,Cursando,,,En curso,2022-1,IEN-2020,8
IEN20220060,Ingeniería en Energía,Activo,8,Cálculo Diferencial,2025-1,Aprobada,70.9,,Ordinario,2025-1,IEN-2020,6
IAG20210061,Ingeniería Agroindustrial,Activo,2,Microbiología,2022-1,Aprobada,85.1,,Ordinario,2022-1,IAG-2020,6
IAG20210061,Ingeniería Agroindustrial,Activo,2,Cálculo Diferencial,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20210061,Ingeniería Agroindustrial,Activo,2,Inglés I,2022-1,Aprobada,78.2,,Ordinario,2022-1,IAG-2020,4
IAG20220062,Ingeniería Agroindustrial,Activo,5,Inglés II,2023-2,Aprobada,87.4,,Ordinario,2023-2,IAG-2020,4
IAG20220062,Ingeniería Agroindustrial,Activo,5,Envases y Embalajes,2022-2,Cursando,,,En curso,2022-2,IAG-2020,5
IAG20220062,Ingeniería Agroindustrial,Activo,5,Operaciones Unitarias II,2023-1,Aprobada,87.4,,Ordinario,2023-1,IAG-2020,7
IAG20220062,Ingeniería Agroindustrial,Activo,5,Operaciones Unitarias I,2022-2,Aprobada,96.3,,Ordinario,2022-2,IAG-2020,7
IAG20220062,Ingeniería Agroindustrial,Activo,5,Inocuidad Alimentaria,2022-1,Aprobada,77.9,,Ordinario,2022-1,IAG-2020,6
IAG20220062,Ingeniería Agroindustrial,Activo,5,Tecnología de Cereales,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20220062,Ingeniería Agroindustrial,Activo,5,Cálculo Diferencial,2023-1,Aprobada,82.9,,Ordinario,2023-1,IAG-2020,6
IEN20230063,Ingeniería en Energía,Activo,3,Estadística,2023-1,Aprobada,82.3,,Ordinario,2023-1,IEN-2020,5
IEN20230063,Ingeniería en Energía,Activo,3,Cálculo Integral,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20230063,Ingeniería en Energía,Activo,3,Química General,2023-1,Aprobada,79.3,,Ordinario,2023-1,IEN-2020,6
IEN20230063,Ingeniería en Energía,Activo,3,Física I,2022-2,Reprobada,69.6,,Recursamiento,2022-2,IEN-2020,6
IEN20230063,Ingeniería en Energía,Activo,3,Termodinámica I,2022-1,Cursando,,,En curso,2022-1,IEN-2020,7
IBM20230064,Ingeniería Biomédica,Activo,3,Biomecánica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20230064,Ingeniería Biomédica,Activo,3,Anatomía y Fisiología II,2022-1,Cursando,,,En curso,2022-1,IBM-2020,7
IBM20230064,Ingeniería Biomédica,Activo,3,Introducción a la Ingeniería Biomédica,2023-1,Reprobada,61.7,,Recursamiento,2023-1,IBM-2020,4
IBM20230064,Ingeniería Biomédica,Activo,3,Química General,2022-2,Reprobada,58.5,,Ordinario no acreditado,2022-2,IBM-2020,6
IBM20230064,Ingeniería Biomédica,Activo,3,Electrónica Analógica,2022-1,Aprobada,66.8,72.4,Extraordinario,2022-1,IBM-2020,6
IDS20200065,Ingeniería en Desarrollo de Software,Baja Temporal,2,Cálculo Diferencial,2022-1,Aprobada,94.0,,Ordinario,2022-1,IDS-2020,6
IDS20200065,Ingeniería en Desarrollo de Software,Baja Temporal,2,Programación Estructurada,2022-1,Baja,,,Baja administrativa,2022-1,IDS-2020,7
IDS20200065,Ingeniería en Desarrollo de Software,Baja Temporal,2,Comunicación Oral y Escrita,2022-2,Aprobada,85.7,,Ordinario,2022-2,IDS-2020,4
IDS20200065,Ingeniería en Desarrollo de Software,Baja Temporal,2,Inglés I,2022-2,Aprobada,89.0,,Ordinario,2022-2,IDS-2020,4
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,Inglés II,2025-1,Reprobada,64.5,,Ordinario no acreditado,2025-1,IDS-2020,4
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,UX/UI,2022-2,Aprobada,80.9,,Ordinario,2022-2,IDS-2020,4
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,Bases de Datos II,2025-1,Reprobada,37.9,,Recursamiento,2025-1,IDS-2020,6
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,Seminario de Titulación,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,Inglés IV,2024-2,Aprobada,88.0,,Ordinario,2024-2,IDS-2020,4
IDS20200066,Ingeniería en Desarrollo de Software,Activo,9,Estadía Profesional I,2023-1,Reprobada,54.6,,Ordinario no acreditado,2023-1,IDS-2020,8
IEN20220067,Ingeniería en Energía,Irregular,9,Cálculo Diferencial,2025-1,Reprobada,60.9,,Sin derecho,2025-1,IEN-2020,6
IEN20220067,Ingeniería en Energía,Irregular,9,Mecánica de Fluidos,2025-1,Reprobada,51.0,,Sin derecho,2025-1,IEN-2020,6
IEN20220067,Ingeniería en Energía,Irregular,9,Proyecto Energético II,2022-1,Aprobada,78.6,,Ordinario,2022-1,IEN-2020,8
IEN20220067,Ingeniería en Energía,Irregular,9,Mercados de Energía,2022-2,Reprobada,65.5,,Sin derecho,2022-2,IEN-2020,5
IDS20210068,Ingeniería en Desarrollo de Software,Activo,8,Cálculo Diferencial,2025-1,Reprobada,59.7,,Ordinario no acreditado,2025-1,IDS-2020,6
IDS20210068,Ingeniería en Desarrollo de Software,Activo,8,Arquitectura de Software,2023-2,Reprobada,47.6,,Ordinario no acreditado,2023-2,IDS-2020,6
IDS20210068,Ingeniería en Desarrollo de Software,Activo,8,Inteligencia Artificial,2023-1,Reprobada,50.4,,Sin derecho,2023-1,IDS-2020,6
IDS20210068,Ingeniería en Desarrollo de Software,Activo,8,Estructuras de Datos,2024-1,Reprobada,55.9,,Recursamiento,2024-1,IDS-2020,7
IDS20220069,Ingeniería en Desarrollo de Software,Activo,8,Inglés III,2024-2,Aprobada,85.9,,Ordinario,2024-2,IDS-2020,4
IDS20220069,Ingeniería en Desarrollo de Software,Activo,8,Bases de Datos I,2025-1,Aprobada,87.4,,Ordinario,2025-1,IDS-2020,6
IDS20220069,Ingeniería en Desarrollo de Software,Activo,8,Programación Orientada a Objetos,2024-2,Aprobada,85.8,,Ordinario,2024-2,IDS-2020,7
IDS20220069,Ingeniería en Desarrollo de Software,Activo,8,Cálculo Diferencial,2025-1,Aprobada,84.6,,Ordinario,2025-1,IDS-2020,6
IDS20220069,Ingeniería en Desarrollo de Software,Activo,8,Matemáticas Discretas,2024-1,Aprobada,85.4,,Ordinario,2024-1,IDS-2020,6
IBM20210070,Ingeniería Biomédica,Activo,1,Álgebra Lineal,2022-1,Aprobada,73.1,,Ordinario,2022-1,IBM-2020,6
IBM20210070,Ingeniería Biomédica,Activo,1,Química General,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20210070,Ingeniería Biomédica,Activo,1,Introducción a la Ingeniería Biomédica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IEN20220071,Ingeniería en Energía,Activo,3,Inglés II,2022-2,Aprobada,64.8,74.7,Extraordinario,2022-2,IEN-2020,4
IEN20220071,Ingeniería en Energía,Activo,3,Cálculo Diferencial,2022-2,Aprobada,78.8,,Ordinario,2022-2,IEN-2020,6
IEN20220071,Ingeniería en Energía,Activo,3,Física II,2023-1,Aprobada,79.7,,Ordinario,2023-1,IEN-2020,6
IEN20220071,Ingeniería en Energía,Activo,3,Química General,2023-2,Aprobada,83.1,,Ordinario,2023-2,IEN-2020,6
IAG20220072,Ingeniería Agroindustrial,Irregular,1,Química General,2022-1,Aprobada,82.4,,Ordinario,2022-1,IAG-2020,6
IAG20220072,Ingeniería Agroindustrial,Irregular,1,Álgebra Lineal,2022-2,Aprobada,87.5,,Ordinario,2022-2,IAG-2020,6
IAG20220072,Ingeniería Agroindustrial,Irregular,1,Biología,2022-1,Aprobada,83.3,,Ordinario,2022-1,IAG-2020,6
IEN20240073,Ingeniería en Energía,Activo,7,Inglés IV,2024-1,Aprobada,77.9,,Ordinario,2024-1,IEN-2020,4
IEN20240073,Ingeniería en Energía,Activo,7,Electrónica de Potencia,2023-1,Aprobada,68.1,78.5,Extraordinario,2023-1,IEN-2020,6
IEN20240073,Ingeniería en Energía,Activo,7,Biomasa,2022-2,Aprobada,74.0,,Ordinario,2022-2,IEN-2020,5
IEN20240073,Ingeniería en Energía,Activo,7,Máquinas Eléctricas,2024-1,Reprobada,57.1,,Ordinario no acreditado,2024-1,IEN-2020,6
IAG20230074,Ingeniería Agroindustrial,Activo,8,Inglés I,2025-1,Aprobada,73.4,,Ordinario,2025-1,IAG-2020,4
IAG20230074,Ingeniería Agroindustrial,Activo,8,Estadía Profesional I,2023-1,Aprobada,79.9,,Ordinario,2023-1,IAG-2020,8
IAG20230074,Ingeniería Agroindustrial,Activo,8,Bioprocesos,2023-2,Aprobada,81.0,,Ordinario,2023-2,IAG-2020,6
IAG20230074,Ingeniería Agroindustrial,Activo,8,Dibujo Industrial,2024-1,Aprobada,82.2,,Ordinario,2024-1,IAG-2020,4
IAG20230074,Ingeniería Agroindustrial,Activo,8,Cálculo Diferencial,2025-1,Aprobada,100,,Ordinario,2025-1,IAG-2020,6
IEN20230075,Ingeniería en Energía,Irregular,5,Energía Eólica,2022-2,Aprobada,56.4,73.3,Extraordinario,2022-2,IEN-2020,6
IEN20230075,Ingeniería en Energía,Irregular,5,Termodinámica I,2023-1,Aprobada,64.1,79.0,Extraordinario,2023-1,IEN-2020,7
IEN20230075,Ingeniería en Energía,Irregular,5,Instrumentación,2022-1,Aprobada,64.9,75.2,Extraordinario,2022-1,IEN-2020,5
IDS20240076,Ingeniería en Desarrollo de Software,Irregular,6,Estructuras de Datos,2023-2,Aprobada,72.1,,Ordinario,2023-2,IDS-2020,7
